-54384.80063,-54385.58328,-0.587754596,-53173.9572
-0.000589596,-5.89E-07,-0.007200354,-0.000602675
-16454.0893,-1.36E-06,-15858.12023,-8912.814019
-8192.854709,-8187.248811,-8154.811747,-6386.767709
-20320.8708,-20322.55603,-20301.02491,-20008.87082
-18775.41959,-18771.41968,-18647.54289,-17155.92111
-3758.50327,-3737.655737,-3591.83651,-3760.735493
-10.50937919,-0.552082203,-0.407120448,-18.58729418
-3.38E-06,-11.70843538,-8.700595884,-3.29E-06
-3046.126979,-3049.59411,-0.379034696,-3062.315916
-24798.82018,-24780.91649,-24672.02463,-21157.39399
-6767.078929,-6752.745502,-6696.461183,-7313.554473
-9.71E-06,-0.282632086,-0.013955885,-9.94E-06
-51074.5801,-51066.93616,-50935.35079,-40482.99607
-2179.204929,-2180.07507,-2182.173142,-2749.402515
-28314.2552,-0.000122496,-28291.05862,-28627.13961
-2474.484235,-2476.496759,-2475.597421,-2509.729532
-2064.402132,-2070.38924,-2071.829224,-2259.030649
-3.72E-09,-0.062717675,-1.407743034,-2.03E-09
-5.41E-05,-0.181028453,-1.135966487,-5.57E-05
-15749.91812,-0.00058786,-17151.90723,-68310.65746
-7.17E-06,-304.2314817,-17.07272187,-66722.8301
-9.691108572,-404.1481086,-112.8501153,-34266.7066
-1.716952628,-0.931638977,-5.46703572,-1.529785559
-21.39046231,-1485.937493,-1532.936485,-1202.829474
-61.95332247,-0.021021433,-1777.263279,-3403.32392
-0.00270834,-0.002619708,-0.3606274,-4.16E-05
-73.50368377,-1492.444128,-212.4565761,-25761.58444
-8750.361038,-15916.78668,-152.7881514,-226.0202401
-27.75750276,-10.07959825,-877.7749187,-255.2770883
-8.96E-05,-0.372395328,-0.006051821,-0.000148011
-0.010212483,-42.54781159,-4.88E-05,-0.248581079
-4.34E-06,-7115.008944,-0.10421363,-0.570542042
-447.2895296,-180.2539116,-87.6795951,-85.18757528
-3.115945514,-13.68929441,-1.767422038,-0.002723922
-13538.05061,-5.159461824,-13.25646631,-3.332801908
-25.44529405,-0.793808336,-201.8530439,-29.57153502
-7.185409638,-6.582525575,-23.0068449,-44.44839557
-19.53679245,-8.097058865,-115.1466484,-32.98827989
-64.48253865,-45.99003121,-504.82612,-2047.806459
-52602.76446,-12.5415575,-2461.027739,-128.3502936
-23444.025,-300.5338969,-303.2100938,-788.1323148
-12.22965449,-7751.985705,-20.44098222,-33.16696483
-68.38082133,-733.1065495,-37.44596784,-272.3448711
-142.3662954,-320.0422782,-0.00017437,-21.41172509
-68.41489198,-1188.464747,-185.7516931,-241.7735612
-0.37392567,-39.82468594,-6.57E-05,-14.90372921
-167.1228709,-169.7093579,-83.28366987,-664.6297045
-50.60580437,-2055.872634,-56.43070792,-136.4273613
-248.4974219,-1736.48324,-4037.527248,-727.9324192
-321.1512202,-7224.870097,-2117.399086,-346.4005685
-8.80E-05,-38475.65357,-0.015873673,-7.561584319
-0.218794181,-2.556630821,-2.401154803,-5.164199905
-2.103664599,-40.30709233,-0.340544616,-4.142638079
-3.45694447,-113.2610302,-0.000858093,-4.778936961
-25.64984887,-160.4865887,-207.9273248,-36.90231769
-26.11152213,-44.27517791,-13.79260311,-17.44469399
-0.004449613,-511.7670186,-0.135788434,-0.37432843
-0.309104104,-3208.276769,-1.933667495,-2.411113057
-0.000764613,-10993.07193,-9.505046815,-1.964493924
-101.2748741,-46.47584734,-102.0711572,-268.7607426
-4.599316274,-9.87E-06,-53.5180619,-46.52719177
-200.5448758,-1.28E-05,-579.3937844,-334.5623198
-0.009712806,-2587.608054,-232.5993452,-132.4724492
-249.1848315,-8.47E-06,-3115.602766,-1211.975835
-110.285019,-2.53E-05,-950.8656626,-2090.004335
-0.264759448,-4.58623485,-0.000427084,-0.6146651
-0.014070063,-65.41240045,-0.000534589,-0.11281325
-96.39762186,-1.68E-05,-196.0020731,-266.7654193
-505.8701009,-59.14911145,-295.1155821,-110.7805184
-7.27E-05,-149.9571436,-1.454803817,-0.000881631
-5.150376793,-17.20156876,-54.7856174,-0.62071166
-6.666991123,-15.02593411,-62.19302866,-43.97166306
-11.88555152,-6.001141202,-49.48665041,-8.933518215
-0.050028254,-0.146585003,-0.069164438,-1.87E-05
-0.000975864,-0.275778703,-0.000462086,-5.20E-07
-3.130142056,-3182.554391,-143.6077038,-332.0269175
-19.89113795,-626.5007745,-160.3034018,-19.48883127
-94.110532,-7.48E-06,-973.987586,-1093.057964
-1347.566365,-10.98992066,-1714.695548,-148.3330774
-47.63075596,-0.115542443,-110.9391298,-46.95591591
-1.461905533,-6.483809099,-10.02395387,-0.591335631
-300.1224048,-328.0081862,-65.66582413,-114.9609064
-0.02458064,-18785.19059,-16.67885798,-6.50636438
-19.0545044,-11.59304483,-0.692780123,-1.715772253
-26.04672607,-145.1349454,-7.333982258,-113.8784755
-0.261265419,-39.93599082,-180.7503957,-27.71105136
-13.67544059,-0.000230592,-12.37214693,-20.13918654
-16993.97862,-923.6508985,-618.9225696,-397.9182654
-0.338415114,-0.00019305,-0.115312326,-0.016486702
-4.159995998,-242.7875172,-12.91268869,-20.40484299
-1.90E-05,-1.36E-06,-0.000924986,-0.013340912
-1.610024168,-32.74557795,-2.99E-06,-2.384733604
-3.84E-05,-15896.75932,-0.633086545,-0.558057213
-0.116230043,-0.029997433,-0.7067991,-3.105739566
-984.0551032,-299.4286276,-620.25544,-493.6382183
-191.8163005,-684.0975826,-34.5773907,-115.3847782
-0.525512415,-1.173899095,-0.281175054,-0.178374224
-15.88177881,-412.711724,-94.49500932,-423.7339749
-2.85E-05,-8.672193515,-19.72449646,-58.05465208
-0.404187222,-0.511652538,-2.373264416,-2.022141744
-11.66734138,-0.598030573,-0.146336224,-0.063247642
-250.1513505,-169.6826561,-39.67536995,-189.7981099
-73.79717754,-13.81039284,-21.88247611,-93.51208952
-0.590712396,-0.30923838,-0.060245926,-0.07217426
-60.57593085,-206.7869502,-187.2165209,-244.5353786
-6.89E-05,-3.321151566,-1.044584611,-0.005842996
-160.6895261,-8.53514948,-135.1116743,-20.32966049
-0.262207065,-30.52641318,-0.000342505,-1.634460492
-0.016732843,-1.724351361,-0.000144334,-0.351958798
-2.841609513,-0.255024916,-0.974976943,-7.209214947
-19.73244838,-16.10100446,-37.56499319,-33.29541014
-14.33464718,-122.1717004,-22.30657085,-36.74626611
-354.0606374,-857.0154606,-23.76661263,-152.4845633
-17269.54386,-1420.354763,-382.138383,-2152.485751
-45.01055491,-32957.38665,-2125.317448,-188.6293843
-62.01911347,-120.2235375,-0.103177969,-125.6684659
-233.6071896,-39.66903736,-36.76817234,-37.28777506
-111.3667616,-9.617676176,-40.71895464,-68.41560564
-0.0937485,-0.002701543,-0.048936587,-0.222290597
-47.79197732,-6.390362756,-78.09297923,-5.094062656
-41.07158917,-107.0856221,-17.3848865,-75.97005422
-255.7303903,-172.4017291,-35.90946813,-29.85006013
-1.453623097,-0.033982222,-0.274667007,-0.384619927
-20.05468399,-628.4436767,-661.1450866,-103.1037681
-500.1383145,-13.10765632,-854.3736007,-4530.325616
-4.661624964,-0.233616192,-2.536015954,-3.882119577
-349.633212,-66.92261717,-246.1696986,-121.874622
-0.650364022,-94.79783936,-69.10282974,-6.615839768
-14.77090258,-14.20160083,-4.045222952,-6.527919942
-8022.875383,-23.71300081,-3044.424813,-11194.81351
-68.70854478,-9.899984998,-29.27919634,-30.90336662
-309.4995953,-59.68980248,-41.27203628,-68.67340822
-1.919386055,-0.779942452,-0.007339285,-1.067483055
-18.62767802,-820.2258246,-78.39507111,-44.9882516
-1944.665602,-7.195973671,-31.17544292,-729.102769
-529.2602301,-423.7008503,-704.8026062,-616.94292
-6.889804492,-0.652120366,-37.15360379,-13.70183508
-0.305884892,-0.191360053,-0.007005447,-0.322917772
-1.459072426,-8.19E-06,-0.000236827,-0.209373561
-414.3806096,-9.202864245,-311.3149903,-220.4223653
-4177.30412,-1088.811981,-262.1735849,-32.58172757
-82.93446066,-1.409969818,-47.13537407,-33.25081912
-5.632099906,-3.539999729,-0.735707051,-0.107521174
-188.5271011,-2781.240328,-105.6299468,-81.76803208
-17.00953793,-21.69334118,-0.06958139,-5.784265921
-127.8073264,-53.14716415,-161.1449686,-34.43447737
-1.17134218,-0.644534167,-0.098252104,-1.712258105
-0.540391677,-0.281243001,-1.618355707,-0.079924415
-6.20727088,-0.503167382,-14.89167349,-40.65020513
